#MicroRNA_ID	TCGA.BT.A0S7.01A	TCGA.BT.A0YX.01A	TCGA.BT.A2LA.01A	TCGA.BT.A2LB.01A	TCGA.BT.A20J.01A	TCGA.BT.A20N.01A	TCGA.BT.A20O.01A	TCGA.BT.A20P.01A	TCGA.BT.A20Q.01A	TCGA.BT.A20R.01A	TCGA.BT.A20T.01A	TCGA.BT.A20U.01A	TCGA.BT.A20V.01A	TCGA.BT.A20W.01A	TCGA.BT.A20X.01A	TCGA.C4.A0F0.01A	TCGA.C4.A0F6.01A	TCGA.CF.A1HR.01A	TCGA.CF.A1HS.01A	TCGA.CF.A27C.01A	TCGA.CU.A0YN.01A	TCGA.CU.A0YO.01A	TCGA.CU.A0YR.01A	TCGA.DK.A1A3.01A	TCGA.DK.A1A5.01A	TCGA.DK.A1A6.01A	TCGA.DK.A1A7.01A	TCGA.DK.A1AA.01A	TCGA.DK.A1AB.01A	TCGA.DK.A1AC.01A	TCGA.DK.A1AD.01A	TCGA.DK.A1AE.01A	TCGA.DK.A1AF.01A	TCGA.DK.A1AG.01A	TCGA.DK.A2HX.01A	TCGA.DK.A2I1.01A	TCGA.DK.A2I2.01A	TCGA.DK.A2I6.01A	TCGA.E5.A2PC.01A	TCGA.FD.A3B3.01A	TCGA.FD.A3B4.01A	TCGA.FT.A3EE.01A	TCGA.G2.A2EC.01A	TCGA.G2.A2EF.01A	TCGA.G2.A2EJ.01A	TCGA.G2.A2EK.01A	TCGA.G2.A2EL.01A	TCGA.G2.A2EO.01A	TCGA.G2.A2ES.01A	TCGA.GD.A2C5.01A	TCGA.H4.A2HO.01A	TCGA.H4.A2HQ.01A	TCGA.HQ.A2OE.01A
hsa-miR-548a-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548a-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548a-3	0.141683	0	0.198411	0.08879	0	0	0	0	0	0.085812	0	0.353702	0	0.204762	0	0.589891	0	0	0	0	0	0	0	0	0.087828	0	0	0.136713	0	0	0	0.50915	0	0	0.069591	0.109674	0	0	0	0	0	0	0	0	0	0	0.239591	0	0	0	0	0	0
hsa-miR-548aa-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548aa-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548b	0.425049	0.19035	11.904637	0.887902	1.618885	0.858901	1.314493	0.327078	0.130765	3.861553	0.566071	1.76851	1.499822	0.81905	0.178077	0	0.560427	0.178074	0.463875	0	0.196271	0.916993	0	0.774311	0.263485	0.613099	1.120002	0	0.11941	3.909734	0.4352	0	0.341543	0.233504	1.461402	0.109674	0.852956	7.411153	0	0.775839	0.523329	0	0.662797	0.553	0.283418	0.869869	22.521573	1.805647	0.387349	0.560538	0	2.50884	2.887032
hsa-miR-548c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548d-1	0	0	0	0.266371	0.809443	0	0	0.163539	0	0.171625	0.566071	0	0	0.204762	0	0.19663	0.42032	0	0	0.221365	0.196271	0	1.207866	0	0.175657	0.613099	0	0	0	0.781947	0	0.254575	0	0	0	0.109674	0	0.411731	0.259629	0.129306	0	0	0	0.2765	0.283418	0.260961	1.197956	0	0.193675	0	0.199805	0	0
hsa-miR-548d-2	0.141683	0	0	0.17758	0	0.429451	0	0.163539	0	0	0.283035	0	0.374956	0.409525	0	0.589891	0.280213	0	0.463875	0.221365	0	0	0.402622	0	0.439142	0.613099	0	0	0	0.781947	0	0	0.170772	0	0	0	0.213239	0.205865	0	0	0	0.294249	0	0.2765	0	0	2.875094	0	0.581024	0	0	0	0.262457
hsa-miR-548e	0.566732	1.142101	0.595232	0.621532	1.618885	0.858901	1.314493	0.327078	0	0.772311	1.415177	0	0.749911	0.409525	0	0.786522	1.26096	0.534222	0.927749	0.664096	0.392543	0.083363	0.805244	0.387155	0.087828	0.408732	0	0.273425	0.11941	1.824543	0.290133	0	0.512315	0.350256	0.139181	0.877394	0.426478	1.646923	0	0.387919	0.174443	0	0.530238	0.2765	0.566835	0.347948	1.197956	0.902823	0.387349	0.280269	0	1.25442	1.574745
hsa-miR-548f-1	0.99178	9.898212	48.015368	0.08879	15.37941	4.723956	5.821327	0.327078	0	0	0.283035	1.061106	0	0	1.602693	0.393261	0	0	3.247122	0	2.158984	0.083363	0.805244	0.387155	0.087828	0	0	0	0	1.042596	0	0.50915	0	0	0	0.438697	0	0.411731	0	0.905145	0	0	0	16.866507	11.903544	0	2.875094	0.180565	0.774699	0.210202	0	0.358406	0
hsa-miR-548f-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548f-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548f-4	0	0	0.396821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.566835	0	0	0	0	0	0	0	0
hsa-miR-548f-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548h-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.373334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548h-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548h-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548h-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548i-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548i-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548i-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548i-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548j	0.708414	0.951751	0.396821	0.621532	0	0.429451	0.37557	0.490617	0.130765	0.171625	0	0	1.124867	1.228575	0	0.393261	1.68128	0.534222	0.463875	0	0.392543	0.333452	0.805244	0	0.351313	0.817465	0.373334	0.136713	0.238821	0.260649	0.4352	0.254575	0.768472	0.116752	0.139181	0.658045	0	4.323172	0.778888	0.387919	0	0	0.795356	0	1.133671	0.260961	0	0.722259	0.774699	0.140134	0	0.358406	3.14949
hsa-miR-548k	0	0.19035	0.396821	0.976692	0.809443	0	0.187785	0.490617	0	0.257437	0	0	0	0.409525	0.356154	0.19663	0.140107	0	0.463875	0.221365	0.588814	0.250089	0.402622	0.193578	1.844396	0.204366	0.373334	0.136713	0	0	0.290133	0	0.341543	0	0.069591	0	0.213239	1.852788	0	0.129306	0.174443	0.294249	0	0.2765	0.283418	0.173974	0.718774	0.180565	0.581024	0.210202	0	0.358406	1.04983
hsa-miR-548l	0.141683	0.19035	0	0.17758	0	0	0.563354	0.163539	0.130765	0	0	0	0	0.204762	0	0	0.700533	0	0	0.885462	0	0	0	0	0.087828	0.408732	0	0	0	0.781947	0.145067	0	0	0	0	0.438697	0.213239	0.411731	0.259629	0	0	0.294249	0	0	0	0.173974	0.718774	0	0	0	0	0	0
hsa-miR-548m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548n	0	0	0	0.17758	0	0	0	0	0	0	0	0	0	0	0	0.393261	0.42032	0	0	0	0	0.250089	0	0	0	0	0	0	0.11941	0	0	0	0	0.116752	0	0	0	0	0	0	0	0	0	0	0.283418	0	0	0	0.193675	0	0	0	0
hsa-miR-548o	0.708414	0.3807	0.992053	1.509434	1.618885	0	0.751139	2.943705	0.26153	0.257437	0.283035	1.061106	0.749911	0.409525	0.712308	0	0.42032	0.712297	1.391624	0.442731	0.392543	0.166726	0.805244	0	0.878284	1.63493	5.973343	0.546851	0.358231	1.563894	0.4352	0	0	0.817264	0.139181	0.548371	0.639717	0.617596	0.259629	0.387919	0.523329	0	0	0.2765	1.700506	0.260961	0.958365	1.444517	0.387349	0.350336	0.39961	1.25442	1.574745
hsa-miR-548p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548q	0.283366	0	0.198411	0.17758	0.809443	0	0.187785	0.163539	0.26153	0.257437	0	0	0.749911	0	0.178077	0	0.42032	0	0	0.885462	0.196271	0.500178	0.402622	0.580733	0.175657	0	0.746668	0.273425	0	0	0.145067	0	0	0	0	0.329023	0.639717	0.205865	0.519258	0.129306	0.174443	0	0.265119	0.8295	0	0.173974	0.239591	0	0.581024	0.070067	0.39961	0	0.262457
hsa-miR-548s	0.141683	0.3807	0.396821	0	0	0	1.502278	0.327078	0.26153	0.085812	0	0	0	1.023812	0	0.19663	0.140107	0	0	0	0	0	0	0	0	0.613099	0.373334	0	0	1.303245	0.290133	0	0.085386	0	0.069591	0.219348	0	0.411731	0.259629	0.258613	0.523329	0	0.132559	0.2765	0	0.086987	0.239591	1.083388	0.387349	0	0.199805	0	1.312287
hsa-miR-548t	0	0.19035	0.595232	0.08879	3.237771	0	0	0	0	0	0	0.353702	0.374956	0.204762	0	0	0.560427	0	0	0.442731	0	0.083363	0	0	0.263485	0.613099	0	0	0	0.521298	0	0	0.256157	0.350256	0	0.109674	0.213239	0	0	0.129306	0	0.294249	0.132559	0.553	0	0.173974	0	0.180565	0	0.070067	0	0	0.262457
hsa-miR-548u	0	0	0	0.17758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548v	0.425049	2.093853	0	0.443951	0.809443	0.858901	0	0.163539	0.26153	1.458809	0.283035	0.353702	0	0	0	0.393261	10.08768	0.534222	0	0.664096	0.392543	0.666904	1.207866	0.193578	0.175657	0.613099	0.373334	0.546851	0	0.260649	0.4352	0.763725	0.170772	0.467008	0.278362	0.329023	0.426478	0.205865	1.557775	0.129306	0	0.588499	0.530238	0.2765	1.133671	0.173974	0	0	0.968374	0.210202	0.39961	2.688042	0.524915
hsa-miR-548w	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548x	0	2.093853	5.555497	0	0	0	0.938924	0	0	0.514874	0	0.353702	1.124867	0	0	0	0	0	0.463875	0	0	0	0	0.774311	0	0	4.106673	0	0	1.303245	2.175998	0	0	0	0	0	0	0	0	0	0	0	0	0	1.417089	0	0	0	0	0.140134	0	4.838476	0
hsa-miR-548y	0.850097	0.3807	2.380927	0	0.809443	0	0.187785	0.327078	0	0.429061	0	0	0	0	0	0	1.26096	0	0	0	0	0	0	0	0	0	2.613338	0	0	0	0.290133	0	0	0	0	0	1.066194	0	0	0.129306	0	0	0	0	0.283418	0	0.239591	0	0	0	0.199805	0.537608	0
hsa-miR-548z	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-549	0	0.951751	0	0	2.428328	0.858901	0	0.817696	0.130765	0	0	0	0	0	0.178077	0	0	0	0.463875	0	0.196271	0	0	0	0.175657	0.817465	1.120002	0	0	0	0	0	1.024629	0.233504	0.139181	0.109674	0.852956	0.205865	0.259629	0.258613	0.174443	0	0.265119	0	0	0.086987	0	0	1.162048	0.49047	0	0	0
hsa-miR-550a-1	9.067705	1.522802	10.118941	5.327414	10.522754	6.012307	1.126709	3.924939	0.784591	2.660181	3.67946	1.414808	7.874066	3.071437	3.739617	3.146086	8.126187	0.534222	2.783248	6.198234	4.317968	0.583541	3.623598	0.580733	5.708843	9.400847	6.346677	1.230415	1.432924	5.994926	2.030931	1.782025	3.073888	2.218288	0.904677	2.741856	6.183928	19.145478	5.452213	1.680984	1.74443	4.413739	0.662797	4.424002	3.117595	0.695895	3.593868	7.042022	4.648194	1.191142	2.797273	6.272099	3.936862
hsa-miR-550a-2	4.108804	1.522802	6.54755	4.173141	16.188853	7.300659	1.690063	2.943705	0.523061	2.831805	3.962496	2.122213	12.373532	2.047625	2.671155	2.556195	6.72512	0.534222	1.391624	5.534137	5.103053	0.83363	2.415732	0.193578	4.127933	5.313522	5.226675	1.640553	1.432924	4.95233	2.030931	2.291175	1.62233	2.33504	0.556724	3.509575	3.411822	12.969517	5.452213	0.775839	2.791089	2.942493	1.193035	3.871002	4.534683	0.434935	1.677138	5.41694	2.905121	1.26121	1.598442	4.480071	3.674405
hsa-miR-550b-1	0	0	0	0	0	0	0	0.163539	0	0	0	0	0	0	0	0	0.42032	0	0	0.442731	0	0	0	0	0	0.204366	0	0.136713	0	0.521298	0	0	0	0.116752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-550b-2	0	0	0	0	0	0.429451	0	0.654157	0.130765	0	0.283035	0	0	0	0	0	0.140107	0	0	0.221365	0	0.083363	0	0	0.087828	0	0	0	0	0.260649	0	0	0	0	0	0	0.213239	0	0	0	0	0	0	0	0	0	0	0	0	0	0.199805	0	0.262457
hsa-miR-551a	0.425049	0.19035	6.944371	0.355161	0	0.429451	0	0	0	0	0	0	0.374956	1.433337	0	0.589891	0.140107	0	0.463875	0.442731	0.392543	0.500178	0.805244	0.387155	0.087828	0.204366	0	0	0.11941	0	0	0	0.341543	0.233504	0	0.219348	0.852956	0	0.259629	0.258613	0.348886	0.588499	1.060475	0.2765	0	0.347948	0	0.361129	0.193675	0	0	0	0
hsa-miR-551b	1.700195	0	28.769539	0.532741	0.809443	3.435604	1.502278	0.327078	0.653826	0.514874	0	0	10.87371	3.480962	1.068462	0.786522	38.949654	1.068445	1.391624	0.442731	1.57017	1.000356	6.039331	0	1.317425	0.204366	1.86667	1.367127	0.716462	1.563894	2.756264	0	0.085386	0.467008	0.487134	0.658045	0	0.617596	0	0.517226	0	1.765496	22.269979	2.765001	0	1.739739	117.639279	6.319763	0	4.133965	11.189091	1.433623	1.837202
hsa-miR-552	0	0	0.595232	31.69811	0.809443	0	0.187785	0.981235	0.653826	0	5.377673	0	0.749911	0	0	0	0.560427	2.13689	0	24.571569	0	0.916993	0	0	0	0	2.986672	0.273425	0.358231	0	0	0	0.085386	0.116752	0.069591	0.109674	0	0	0	0	0.348886	0	1.988391	0	0	0.695895	0.239591	0.722259	0.193675	0	0.599416	2.150434	2.09966
hsa-miR-553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-555	0.141683	0	0	0	0	0.858901	0	0	0	0	0	0	0	0	0	0	0.140107	0	0	0	0.785085	0	0	0.193578	0	0	0	0.136713	0	0.260649	0	0	0.085386	0	0	0	0	0	0	0	0	0	0	0.553	0	0	0	0	0	0	0	0	0
hsa-miR-556	0	0.3807	1.785696	0.799112	4.047213	0.429451	0	0.490617	0.26153	0.858123	0.566071	0.707404	0	1.023812	0.356154	0	4.903733	1.068445	0	1.770924	0.981356	0.416815	2.01311	0.580733	0.52697	1.63493	23.893373	1.093702	0.11941	0.260649	0.580266	0	0.085386	0.350256	0.417543	2.522507	1.279433	14.61644	0.519258	0.129306	0.174443	0.882748	1.060475	1.659001	0	1.565765	10.06283	0.722259	0.581024	0.700672	0.599416	3.046448	0.524915
hsa-miR-557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-559	0	0.19035	0	0.08879	0	0	0	0	0	0	0	0	0	0	0	0	1.120853	0	0	0	0	0	0.805244	0	0.175657	0.408732	0.373334	0.273425	0	0.521298	0	0.254575	0	0.350256	0	0	0	0	0	0	0	0	0	0	0	0.173974	0.718774	0	0.193675	0.070067	0	0	0.262457
hsa-miR-561	0.283366	1.332452	2.182517	0	2.428328	0	0	0	0.130765	0.085812	0.283035	0.353702	1.124867	0.204762	0.356154	0.393261	0.280213	0.890371	0	0	0	0	0	1.355043	0.175657	0	0.373334	0	0.358231	0	0.145067	0.50915	0.170772	0	0.278362	0	0.426478	0	0.519258	0.129306	0	0.294249	0.132559	0.553	0	0.260961	0	0.541694	0	0.140134	0	0	0
hsa-miR-562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-564	0	0	0	0	0.809443	0	0	0	0	0.085812	0	0.353702	0	0	0	0.19663	0	0	0	0.221365	0	0	0	0.193578	0.087828	0	0	0	0	0	0	0	0.085386	0	0	0	0.213239	0	0	0	0.348886	0	0	0	0	0	0	0.361129	0	0	0	0	0.524915
hsa-miR-566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-570	0.99178	1.142101	3.17457	1.775805	0	0.858901	0	0.817696	0.130765	1.716246	0.566071	0.353702	1.874778	0.81905	0.178077	0.393261	3.082347	0.534222	0.927749	1.328193	0.196271	0.83363	0	0	0.614799	1.839296	2.613338	0.820276	0.11941	2.606489	0	0.763725	0.5977	0	0.417543	1.096742	0.213239	3.08798	0.519258	0.387919	0	0.294249	0.530238	1.935501	0.283418	0.782882	4.312642	0.180565	1.936747	0.280269	0.199805	0.179203	1.04983
hsa-miR-571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-572	0	0	0	0	0	0.858901	0	0	0.130765	0	0	0	0	0	0.356154	0	0	0	0	0	0.196271	0.166726	0	0	0.175657	0	0	0	0	0	0.145067	0	0	0	0	0.109674	0.213239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.262457
hsa-miR-573	0.283366	0	0	0.08879	0	0	0	0	0	0.085812	0	0	0	0	0	0.393261	0.140107	0	0.463875	0	0	0	0	0	0	0	0	0	0	0	0	0.254575	0.085386	0	0	0	0	0.823461	0	0	0	0	0	0	0.850253	0	0	0.361129	0.193675	0	0	0	0.524915
hsa-miR-574	112.354536	72.333089	46.626494	71.920082	183.743478	109.509881	46.007264	38.595238	43.675574	129.57654	66.230283	108.940245	55.118462	64.500184	85.298888	73.343133	199.091576	92.420487	124.318394	138.796161	73.405458	91.115771	42.275314	48.587987	114.616009	35.35536	60.4801	71.090627	118.0968	134.755503	56.575945	62.370867	145.924298	39.111914	91.720359	102.216373	134.766981	68.759027	74.513578	44.740039	35.411939	67.971584	90.140391	266.269612	74.822276	53.931901	72.596134	87.934994	117.754241	56.404101	72.729089	151.964	56.953273
hsa-miR-575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-576	14.309972	13.134166	15.872849	9.145393	16.188853	8.15956	8.638099	15.536219	3.661425	8.581228	6.79285	3.890723	9.373888	11.671462	9.972313	11.011302	35.166774	3.383409	8.349743	12.396467	15.30916	4.835055	18.117992	3.484397	9.748948	20.027892	23.893373	5.878648	6.209336	29.453331	3.626663	5.091499	4.952375	6.538111	3.270756	5.922408	6.823645	11.322594	11.683314	3.103355	6.27995	5.884986	3.976782	7.189003	15.587974	3.13153	4.552233	7.944845	9.683737	3.082957	5.194935	6.092896	9.973384
hsa-miR-577	1.133463	3.997355	11.706226	0	32.377705	1.288352	0.563354	1.144774	0.26153	2.745993	0	1.061106	4.499466	0	3.739617	0.393261	6.444907	0.356148	0	0	5.103053	0.416815	0	0.193578	0	0.204366	0	0	1.910565	2.34584	0.580266	1.782025	0.341543	0.116752	0.208772	0	1.91915	0.205865	1.038517	0	0.174443	0.882748	0	1.659001	14.737721	0	13.177516	0	5.035543	0	0.199805	0	0.262457
hsa-miR-578	0	0	0.396821	0	0	0	0.563354	0	0	0	0	0	0	0	0	0	0	0	0	0.221365	0	0	0	0	0	0	0	0	0	0	0	0	0.085386	0	0.069591	0.109674	0	0	0	0	0	0	0	0	0	0.086987	0.239591	0	0	0	0	0	0.262457
hsa-miR-579	0.425049	0.19035	1.587285	0	0	1.288352	0.938924	0.981235	0	0.257437	0	0.707404	2.249733	0.614287	0.534231	0.786522	1.26096	0.178074	0	0.221365	1.373899	0.166726	1.610488	0	0	0	0	0.546851	0	0.781947	0	0.254575	0	0.233504	0	0.109674	0.213239	0	0.259629	0	0.348886	0	0.265119	0.553	0.283418	0	1.197956	0.541694	0	0	0	0.537608	0.787372
hsa-miR-580	0.283366	0	1.190464	0.355161	0	0	0.563354	0.654157	0	0.171625	1.415177	0.353702	0.749911	0	0	0	0.84064	0.178074	0.927749	0.885462	0.588814	0.250089	0.805244	0	0.702627	0.613099	0	0.546851	0.238821	1.303245	0.145067	0.254575	0.341543	0	0.069591	0.438697	0.426478	1.441057	0	0.258613	0.872215	0	0.795356	0.8295	0.566835	0.173974	0.239591	0.180565	0.193675	0.280269	0.39961	0.716811	0.787372
hsa-miR-581	0.141683	0.571051	0	0.17758	0	0	0.563354	0.490617	0.130765	0	0.283035	0	0	0	0.356154	0.19663	0.84064	0	0	0.221365	0.588814	0.083363	0	0.193578	0.175657	0.204366	0	0.410138	0.238821	1.303245	0.145067	0	0	0.233504	0	0	0	0.205865	0.259629	0.129306	0	0	0	0.553	0.283418	0	0.958365	0.722259	0.193675	0	0.199805	0.896014	0.262457
hsa-miR-582	220.741951	758.545679	289.481083	897.047645	191.837904	569.021931	81.686367	2232.309317	333.058944	101.258489	267.468449	195.243556	766.78404	548.76347	297.388607	239.889069	435.171313	287.05554	426.764637	2025.05149	247.498081	726.842089	227.884072	174.026295	427.109312	606.967744	1405.22899	990.757261	345.931679	147.787951	294.630116	873.955861	374.587416	589.013755	258.668113	934.424358	531.178085	2263.283668	584.94457	193.8304	164.150907	208.62274	951.113685	1104.064966	925.925664	452.853994	88.888335	814.527222	1618.152436	273.752573	339.668823	3855.369696	214.165303
hsa-miR-583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-584	234.201826	146.76003	53.967686	553.429474	73.65928	362.456234	21.783031	145.059221	360.258104	696.967325	142.083769	114.95318	48.744218	831.335705	114.147364	211.181033	810.376972	517.483499	300.12687	1579.442761	541.512455	421.900196	1309.729482	76.269589	545.765426	2838.034029	206.453675	459.491535	62.571004	392.537308	500.334451	38.94997	240.019427	315.580611	376.554523	941.553182	207.054966	538.543758	429.686313	53.274266	121.93569	3230.857098	123.677919	202.121585	1418.789064	77.505361	7.427327	56.516741	221.757575	311.518796	105.09753	170.601095	393.686218
